state,corp_type,emp_size,score,confidence,establishments,employees,avg_salary_thousands
Pennsylvania,partnership,250-499,58.8,medium,136,46502,87.16081028772956
Pennsylvania,partnership,5-9,45.5,high,6256,41775,43.44129263913824
Pennsylvania,partnership,50-99,52,high,1367,93988,51.90835000212793
Pennsylvania,partnership,500-999,48.3,low,56,37922,67.39586519698328
Pennsylvania,partnership,1-4,40.1,high,16464,28308,61.82962413452028
Pennsylvania,s-corp,1000+,49.9,low,21,31182,61.01157719196973
Pennsylvania,s-corp,10-19,49.4,high,17250,231938,48.82522915606757
Pennsylvania,s-corp,100-249,57.6,high,1409,204404,55.560101563570186
Pennsylvania,s-corp,20-49,50.7,high,11594,348312,50.19026906911045
Pennsylvania,s-corp,250-499,60.4,medium,285,97083,60.49508152817692
Pennsylvania,s-corp,5-9,50,high,25403,168307,48.19642082622826
Pennsylvania,s-corp,50-99,57.6,high,3584,242067,53.5630424634502
Pennsylvania,s-corp,500-999,47.6,low,73,48759,49.694579462253124
Pennsylvania,s-corp,1-4,38.4,high,72583,125558,54.43337740327179
Rhode Island,c-corp,1000+,47.3,low,10,19336,89.59360777823748
Rhode Island,c-corp,10-19,40.4,medium,937,12639,62.331592689295036
Rhode Island,c-corp,100-249,36.2,medium,195,30584,57.97799503008109
Rhode Island,c-corp,20-49,36.5,medium,799,23353,59.64428553076692
Rhode Island,c-corp,250-499,43.7,low,72,22196,67.59821589475581
Rhode Island,c-corp,5-9,37.7,high,1285,8554,60.594809445873274
Rhode Island,c-corp,50-99,34.1,medium,249,17031,61.39298925488814
Rhode Island,c-corp,500-999,49.1,low,31,21125,77.58537278106509
Rhode Island,c-corp,1-4,36.4,high,2934,5151,74.73927392739274
Rhode Island,sole-proprietor,10-19,40.4,medium,131,1776,38.296734234234236
Rhode Island,sole-proprietor,100-249,42.3,low,11,1629,61.83670963781461
Rhode Island,sole-proprietor,20-49,42,low,76,2329,43.376556462000856
Rhode Island,sole-proprietor,250-499,66.1,low,4,1354,130.9682422451994
Rhode Island,sole-proprietor,5-9,40.6,medium,291,1867,38.879485806106054
Rhode Island,sole-proprietor,50-99,56.7,low,23,1633,62.71647274954072
Rhode Island,sole-proprietor,1-4,33,high,2360,3413,37.82771755054205
Rhode Island,nonprofit,1000+,39.9,low,13,37157,62.570955674570065
Rhode Island,nonprofit,10-19,38.2,medium,381,5074,49.483247930626725
Rhode Island,nonprofit,100-249,38.8,low,66,9866,52.155686195013175
Rhode Island,nonprofit,20-49,40.3,medium,300,9228,52.3351755526658
Rhode Island,nonprofit,250-499,38.1,low,8,2513,59.61758853959411
Rhode Island,nonprofit,5-9,37.9,medium,575,3911,45.29941191511122
Rhode Island,nonprofit,50-99,38.1,medium,118,8229,47.78490703609187
Rhode Island,nonprofit,500-999,38.8,low,9,6406,58.263190758663754
Rhode Island,nonprofit,1-4,34,medium,990,1984,45.94758064516129
Rhode Island,other,10-19,33.5,low,7,89,51.98876404494382
Rhode Island,other,20-49,48.1,low,6,143,101.76923076923077
Rhode Island,other,5-9,50.4,low,4,23,105.21739130434783
Rhode Island,other,1-4,51.9,low,11,18,752.8333333333334
Rhode Island,partnership,10-19,35.1,medium,350,4722,46.54129606099111
Rhode Island,partnership,100-249,42.5,low,44,6191,65.10660636407688
Rhode Island,partnership,20-49,31.3,medium,322,9588,42.7584480600751
Rhode Island,partnership,250-499,27.1,low,6,2060,39.12815533980582
Rhode Island,partnership,5-9,29.8,medium,482,3217,41.06776499844576
Rhode Island,partnership,50-99,44.5,medium,104,7146,55.94234536803806
Rhode Island,partnership,500-999,33.1,low,5,3134,57.31110402042119
Rhode Island,partnership,1-4,28.7,high,1440,2265,65.68741721854305
Rhode Island,s-corp,10-19,38.4,high,1818,24505,50.17029177718833
Rhode Island,s-corp,100-249,44.7,medium,123,18523,53.05074771905199
Rhode Island,s-corp,20-49,37.2,high,1158,34088,48.33398850035203
Rhode Island,s-corp,250-499,39.5,low,23,7706,49.72566831040748
Rhode Island,s-corp,5-9,41.4,high,2660,17565,50.253515513805866
Rhode Island,s-corp,50-99,49.9,medium,290,20015,57.8050961778666
Rhode Island,s-corp,500-999,44.4,low,4,2142,61.764239028944914
Rhode Island,s-corp,1-4,31.1,high,8760,14476,60.63802155291517
South Carolina,c-corp,1000+,44.1,low,62,228782,64.09866597896688
South Carolina,c-corp,10-19,39.8,high,5105,70240,49.26074886104784
South Carolina,c-corp,100-249,38.6,high,1083,167484,51.92284636144348
South Carolina,c-corp,20-49,38.1,high,4047,119620,50.012188597224544
South Carolina,c-corp,250-499,41.9,medium,310,104869,58.365951806539584
South Carolina,c-corp,5-9,41,high,6401,43096,52.36752830889178
South Carolina,c-corp,50-99,40,high,1448,102292,52.20818832362257
South Carolina,c-corp,500-999,44.8,medium,124,87399,63.92848888431218
South Carolina,c-corp,1-4,42.5,high,10262,19473,75.76136188568788
South Carolina,government,1000+,36.4,low,7,16291,58.39776563746854
South Carolina,government,100-249,30.4,low,5,1069,40.87277829747428
South Carolina,government,500-999,37.8,low,3,2084,58.256717850287906
South Carolina,sole-proprietor,1000+,35.6,low,5,7045,59.49623846699787
South Carolina,sole-proprietor,10-19,42.2,medium,797,10664,31.292010502625658
South Carolina,sole-proprietor,100-249,41.4,low,58,8355,44.76002393776182
South Carolina,sole-proprietor,20-49,42.2,medium,429,12796,31.346123788683965
South Carolina,sole-proprietor,250-499,49.3,low,13,4757,71.47025436199286
South Carolina,sole-proprietor,5-9,41.4,high,1694,10849,29.96101023135773
South Carolina,sole-proprietor,50-99,43.8,medium,140,9540,37.13962264150943
South Carolina,sole-proprietor,500-999,65.5,low,5,3508,122.17502850627137
South Carolina,sole-proprietor,1-4,37.4,high,8587,13219,33.56032982827748
South Carolina,nonprofit,1000+,48.3,low,22,48021,67.31688219737198
South Carolina,nonprofit,10-19,38.7,high,1165,15830,39.88496525584333
South Carolina,nonprofit,100-249,37.1,medium,157,23505,44.21782599446926
South Carolina,nonprofit,20-49,35.3,medium,892,26837,35.75548682788687
South Carolina,nonprofit,250-499,39.6,low,43,13572,51.28138815207781
South Carolina,nonprofit,5-9,38.5,high,1996,13050,32.4344061302682
South Carolina,nonprofit,50-99,35.6,medium,267,18248,38.626370013152126
South Carolina,nonprofit,500-999,36,low,17,11931,50.03159835722069
South Carolina,nonprofit,1-4,35.5,high,4678,9306,31.779497098646036
South Carolina,other,10-19,48.2,low,23,346,82.21965317919076
South Carolina,other,100-249,38.7,low,4,642,54.599688473520246
South Carolina,other,20-49,42.1,low,31,1008,56.763888888888886
South Carolina,other,250-499,22.8,low,3,1089,17.96694214876033
South Carolina,other,5-9,51.4,low,45,293,77.55290102389078
South Carolina,other,50-99,49,low,8,539,54.070500927643785
South Carolina,other,1-4,33.9,low,92,186,59.435483870967744
South Carolina,partnership,1000+,40,low,14,51596,61.82963795643073
South Carolina,partnership,10-19,37.8,high,1965,27010,37.87056645686783
South Carolina,partnership,100-249,37.8,medium,202,28321,46.52738250767981
South Carolina,partnership,20-49,37,high,1823,54970,35.3162816081499
South Carolina,partnership,250-499,42.7,low,31,10772,61.46091719272187
South Carolina,partnership,5-9,38.8,high,2493,16516,42.2356502785178
South Carolina,partnership,50-99,39.3,medium,553,37822,40.88950875152028
South Carolina,partnership,500-999,35.2,low,20,13111,42.503546640225764
South Carolina,partnership,1-4,34.6,high,6965,11691,61.665896843725946
South Carolina,s-corp,1000+,31.2,low,8,16896,40.16672585227273
South Carolina,s-corp,10-19,40.9,high,6697,90557,44.90182978676414
South Carolina,s-corp,100-249,43.1,medium,422,60442,47.54136196684425
South Carolina,s-corp,20-49,37.3,high,4164,123859,41.170645653525376
South Carolina,s-corp,250-499,45.2,low,72,24362,50.108858057630734
South Carolina,s-corp,5-9,41.9,high,9828,65159,45.5161834896177
South Carolina,s-corp,50-99,42.6,high,1116,75984,45.588163297536326
South Carolina,s-corp,500-999,40.7,low,25,17205,47.048939261842484
South Carolina,s-corp,1-4,34.5,high,34335,55301,53.604618361331624
South Dakota,c-corp,1000+,35.1,low,6,9776,68.3145458265139
South Dakota,c-corp,10-19,32.9,medium,808,11032,52.366841914430744
South Dakota,c-corp,100-249,33.3,medium,124,19605,56.667329762815605
South Dakota,c-corp,20-49,34.6,medium,597,18141,58.45813350972934
South Dakota,c-corp,250-499,32.5,low,58,20201,53.61338547596654
South Dakota,c-corp,5-9,32.7,high,1047,7052,53.70887691435054
South Dakota,c-corp,50-99,32.1,medium,218,14904,57.987453032742884
South Dakota,c-corp,500-999,40.1,low,13,8763,64.9778614629693
South Dakota,c-corp,1-4,37.1,high,1964,3627,79.3471188309898
South Dakota,government,10-19,33.1,low,5,67,22.611940298507463
South Dakota,government,100-249,32.1,low,7,1026,35.98927875243665
South Dakota,government,250-499,43.9,low,3,1141,70.63891323400526
South Dakota,government,5-9,34.5,low,13,83,14.939759036144578
South Dakota,government,50-99,33.8,low,4,355,53.777464788732395
South Dakota,government,1-4,28.5,low,7,23,20.043478260869566
South Dakota,sole-proprietor,10-19,29.3,medium,168,2213,25.055580659737913
South Dakota,sole-proprietor,100-249,38.9,low,5,739,58.99323410013532
South Dakota,sole-proprietor,20-49,33.7,low,60,1653,30.93224440411373
South Dakota,sole-proprietor,5-9,29.5,medium,397,2542,25.32690794649882
South Dakota,sole-proprietor,50-99,55.6,low,9,633,70.85308056872037
South Dakota,sole-proprietor,1-4,28.9,high,2823,4052,31.829960513326753
South Dakota,nonprofit,1000+,40,low,5,20093,69.95928930473299
South Dakota,nonprofit,10-19,34.7,medium,374,5149,44.74577587881142
South Dakota,nonprofit,100-249,42.3,low,67,10135,55.51297483966453
South Dakota,nonprofit,20-49,36.8,medium,279,8775,47.30404558404558
South Dakota,nonprofit,250-499,32.5,low,19,6741,42.32502596053998
South Dakota,nonprofit,5-9,31.6,medium,577,3851,35.94936380160997
South Dakota,nonprofit,50-99,37.1,medium,123,8538,46.46486296556571
South Dakota,nonprofit,500-999,63.6,low,7,4883,112.3340159737866
South Dakota,nonprofit,1-4,29.7,high,1541,2897,33.834656541249565
South Dakota,other,10-19,41.9,low,64,883,57.21857304643262
South Dakota,other,100-249,54.7,low,5,946,80.85623678646934
South Dakota,other,20-49,41.8,low,49,1421,55.697396199859256
South Dakota,other,5-9,43.5,low,74,527,59.46110056925996
South Dakota,other,50-99,57.3,low,4,246,79.83739837398375
South Dakota,other,1-4,35,low,77,182,63.956043956043956
South Dakota,partnership,10-19,28.2,medium,413,5698,37.92839592839593
South Dakota,partnership,100-249,33.9,low,30,4590,46.961437908496734
South Dakota,partnership,20-49,31.3,medium,367,10898,40.71912277482107
South Dakota,partnership,250-499,51.1,low,7,2495,86.91663326653307
South Dakota,partnership,5-9,27.8,medium,583,3954,39.291097622660594
South Dakota,partnership,50-99,33.1,medium,106,7025,41.50946619217082
South Dakota,partnership,500-999,34.7,low,3,2520,60.30714285714286
South Dakota,partnership,1-4,26.2,high,2183,3164,57.9295195954488
South Dakota,s-corp,10-19,32.8,high,1848,24967,42.80334040934033
South Dakota,s-corp,100-249,44.9,low,79,11627,55.4547174679625
South Dakota,s-corp,20-49,32.7,high,1139,34221,43.221209199029836
South Dakota,s-corp,250-499,45.7,low,16,5520,57.68079710144927
South Dakota,s-corp,5-9,34.5,high,2618,17374,44.18176585702774
South Dakota,s-corp,50-99,36.1,medium,261,17370,47.03500287852619
South Dakota,s-corp,500-999,52.2,low,4,2869,69.08260718020216
South Dakota,s-corp,1-4,28.8,high,7593,12676,57.35981382139476
Tennessee,c-corp,1000+,46.2,medium,115,253532,65.10268526260985
Tennessee,c-corp,10-19,45.3,high,7695,105119,54.675320351220996
Tennessee,c-corp,100-249,46.2,high,1541,236649,61.34981343677767
Tennessee,c-corp,20-49,44.8,high,6159,184617,56.29642990623832
Tennessee,c-corp,250-499,48.8,medium,538,179770,64.25500917839462
Tennessee,c-corp,5-9,46.3,high,9439,62806,55.853469413750275
Tennessee,c-corp,50-99,45.6,high,2138,147983,61.09217950710555
Tennessee,c-corp,500-999,49.8,medium,212,143869,70.60172101008557
Tennessee,c-corp,1-4,47.6,high,14988,28772,82.21906714861672
Tennessee,government,1000+,48.2,low,9,25207,81.38659896060618
Tennessee,government,100-249,37.9,low,5,887,53.450958286358514
Tennessee,government,250-499,39,low,4,1616,58.26980198019802
Tennessee,government,50-99,60.2,low,7,498,73.34939759036145
Tennessee,government,500-999,38.1,low,3,1750,61.45142857142857
Tennessee,sole-proprietor,1000+,29.3,low,3,7326,50.21089271089271
Tennessee,sole-proprietor,10-19,48.9,high,2088,27562,34.838074160075465
Tennessee,sole-proprietor,100-249,44.6,medium,111,16587,51.16096943389401
Tennessee,sole-proprietor,20-49,48.4,high,1092,31216,34.65040363915941
Tennessee,sole-proprietor,250-499,42.4,low,22,7693,51.929546340829326
Tennessee,sole-proprietor,5-9,48.6,high,4558,29421,33.986336290404815
Tennessee,sole-proprietor,50-99,47.9,medium,249,17063,39.52464396647717
Tennessee,sole-proprietor,500-999,43.2,low,13,8257,55.954583989342375
Tennessee,sole-proprietor,1-4,45,high,17741,29871,38.68688694720632
Tennessee,nonprofit,1000+,53.5,low,31,97841,73.9895033779295
Tennessee,nonprofit,10-19,40.5,high,1555,21269,39.54186844703559
Tennessee,nonprofit,100-249,42.6,medium,279,41800,48.95057416267942
Tennessee,nonprofit,20-49,39.4,high,1227,37750,40.23618543046358
Tennessee,nonprofit,250-499,45.1,low,67,22557,54.547413219843065
Tennessee,nonprofit,5-9,40.5,high,2578,16884,33.59885098317934
Tennessee,nonprofit,50-99,40.6,medium,437,29800,43.274328859060404
Tennessee,nonprofit,500-999,43.9,low,24,16201,57.14604036787853
Tennessee,nonprofit,1-4,41.5,high,7011,13320,36.54144144144144
Tennessee,other,10-19,42.5,low,73,955,53.87539267015707
Tennessee,other,100-249,41.7,low,11,1644,38.15389294403893
Tennessee,other,20-49,42.4,low,66,2176,51.8625919117647
Tennessee,other,250-499,41.6,low,5,1956,65.02914110429448
Tennessee,other,5-9,43.5,low,54,355,59.822535211267606
Tennessee,other,50-99,55.8,low,14,983,62.392675483214646
Tennessee,other,1-4,34,medium,104,196,54.60204081632653
Tennessee,partnership,1000+,54.2,low,27,48341,85.98907759458845
Tennessee,partnership,10-19,45.6,high,4952,68154,40.94377439328579
Tennessee,partnership,100-249,44.8,medium,609,88607,50.6984098321803
Tennessee,partnership,20-49,45.6,high,4011,120784,42.09584878791893
Tennessee,partnership,250-499,46.5,medium,103,34862,55.64755320979864
Tennessee,partnership,5-9,45.2,high,5905,39444,42.62919582192475
Tennessee,partnership,50-99,47.2,high,1240,84947,46.06587636997187
Tennessee,partnership,500-999,42.5,low,33,22394,55.38005715816737
Tennessee,partnership,1-4,41.6,high,13232,23091,65.15239703780694
Tennessee,s-corp,1000+,36.4,low,16,29265,37.09543823680164
Tennessee,s-corp,10-19,43,high,4709,63458,51.104431277380314
Tennessee,s-corp,100-249,54.9,medium,456,68313,59.38065961090861
Tennessee,s-corp,20-49,45.1,high,3409,102975,50.92004855547463
Tennessee,s-corp,250-499,45,low,99,33707,48.374165603583826
Tennessee,s-corp,5-9,45.4,high,6912,46062,50.96150840171942
Tennessee,s-corp,50-99,55.1,high,1008,68186,57.38111929135013
Tennessee,s-corp,500-999,44,low,25,16595,50.955709551069596
Tennessee,s-corp,1-4,40.1,high,18909,32455,67.35390540748729
Texas,c-corp,1000+,62.9,medium,447,1043069,93.02834328313851
Texas,c-corp,10-19,54.6,high,28860,390310,58.18650047398222
Texas,c-corp,100-249,57.2,high,6180,948431,70.5908959112471
Texas,c-corp,20-49,54.1,high,24335,726861,59.698162372172945
Texas,c-corp,250-499,59,high,2167,742899,71.85132030060613
Texas,c-corp,5-9,54.9,high,35698,237990,59.17375099794109
Texas,c-corp,50-99,54.4,high,8935,617032,67.38564612532251
Texas,c-corp,500-999,64.3,medium,828,562589,88.96492643830577
Texas,c-corp,1-4,53.1,high,71481,130896,83.10179837428187
Texas,government,1000+,57,low,25,108268,88.36066058299775
Texas,government,100-249,54.4,low,45,7329,56.14599536089507
Texas,government,20-49,47.4,low,6,212,68.32075471698113
Texas,government,250-499,54.6,low,22,7618,56.95720661590969
Texas,government,50-99,52.6,low,15,1189,55.21783010933557
Texas,government,500-999,50.7,low,11,8068,59.75396628656421
Texas,government,1-4,55.2,low,3,2,76.5
Texas,sole-proprietor,1000+,57,low,24,62409,65.55261260395136
Texas,sole-proprietor,10-19,56.8,high,5117,67549,37.21498467778946
Texas,sole-proprietor,100-249,54.7,medium,395,59410,60.191062110755766
Texas,sole-proprietor,20-49,56.9,high,2568,76894,41.23293104793612
Texas,sole-proprietor,250-499,61.7,medium,101,34843,67.03593261200241
Texas,sole-proprietor,5-9,52.3,high,10805,69593,33.45422671820442
Texas,sole-proprietor,50-99,50.8,high,1253,88353,35.9917603250597
Texas,sole-proprietor,500-999,64.8,low,36,24647,82.17385483020246
Texas,sole-proprietor,1-4,49.7,high,50026,78977,40.9020474315307
Texas,nonprofit,1000+,59.9,medium,101,248230,76.76073802521854
Texas,nonprofit,10-19,47.2,high,4621,62604,40.74940898345154
Texas,nonprofit,100-249,51.5,medium,762,114432,53.67010975950783
Texas,nonprofit,20-49,47,high,3651,109779,42.07351132730304
Texas,nonprofit,250-499,51.5,medium,211,72357,56.018643669582765
Texas,nonprofit,5-9,48.7,high,6994,45882,36.599821280676515
Texas,nonprofit,50-99,50.6,high,1384,96387,48.61311172668513
Texas,nonprofit,500-999,58.4,low,88,61247,71.72215781997485
Texas,nonprofit,1-4,48.9,high,18071,34996,40.30986398445537
Texas,other,1000+,62,low,6,10978,98.16742576061213
Texas,other,10-19,46.3,medium,235,3195,52.27605633802817
Texas,other,100-249,51,low,38,5926,46.257003037462034
Texas,other,20-49,46.1,medium,146,4423,45.532444042505084
Texas,other,250-499,55.4,low,7,2561,96.7383834439672
Texas,other,5-9,45.2,medium,150,1044,52.18199233716475
Texas,other,50-99,53.5,low,53,3544,46.354401805869074
Texas,other,500-999,55.7,low,8,5868,66.83623040218133
Texas,other,1-4,39.5,medium,325,599,74.84641068447412
Texas,partnership,1000+,57,low,87,169066,72.10324370364236
Texas,partnership,10-19,53.9,high,15954,220242,45.19704688479037
Texas,partnership,100-249,56.7,high,2027,298356,68.22778157637185
Texas,partnership,20-49,54.8,high,13416,408248,46.08286384746527
Texas,partnership,250-499,61.5,medium,424,142728,77.36192618126786
Texas,partnership,5-9,55.6,high,18148,121200,48.7530198019802
Texas,partnership,50-99,59.8,high,4609,315445,56.140119513702864
Texas,partnership,500-999,62.9,medium,190,131434,77.87115206111052
Texas,partnership,1-4,49.3,high,50330,84317,70.17623966697107
Texas,s-corp,1000+,51.9,low,63,126092,52.48735050597976
Texas,s-corp,10-19,52.1,high,30392,408860,48.55774592770141
Texas,s-corp,100-249,55.9,high,2216,324486,52.848175267962255
Texas,s-corp,20-49,52.7,high,18952,561435,48.75471782129721
Texas,s-corp,250-499,57.3,medium,529,178346,54.434419611317324
Texas,s-corp,5-9,53.1,high,45446,300069,49.56472344694054
Texas,s-corp,50-99,56,high,5311,362018,52.0541160936749
Texas,s-corp,500-999,49.2,medium,176,118150,45.5643588658485
Texas,s-corp,1-4,46.8,high,162855,257631,64.30231610326398
Utah,c-corp,1000+,47,low,62,127017,72.83610067943661
Utah,c-corp,10-19,40.9,high,2673,36799,57.188673605261016
Utah,c-corp,100-249,46.4,medium,770,119565,64.3756032283695
Utah,c-corp,20-49,43.5,high,2222,67187,62.063955824787534
Utah,c-corp,250-499,50,medium,267,92491,70.26610156663892
Utah,c-corp,5-9,46.7,high,2935,19612,65.21894758311238
Utah,c-corp,50-99,45.7,medium,948,65445,68.19581327832532
Utah,c-corp,500-999,55.5,medium,115,80324,82.44420098600668
Utah,c-corp,1-4,50.3,high,5958,9984,98.23898237179488
Utah,government,10-19,42.7,low,25,299,29.444816053511705
Utah,government,100-249,40.1,low,4,533,60.47279549718574
Utah,government,20-49,31.7,low,6,145,33.12413793103448
Utah,government,5-9,43.5,low,14,94,42.723404255319146
Utah,sole-proprietor,1000+,33.8,low,4,9568,61.59782608695652
Utah,sole-proprietor,10-19,42.6,medium,438,6059,35.43175441491995
Utah,sole-proprietor,100-249,43.1,low,37,5760,54.036631944444444
Utah,sole-proprietor,20-49,40.1,medium,300,8948,31.844546267322308
Utah,sole-proprietor,250-499,51.1,low,13,4253,76.13519868328238
Utah,sole-proprietor,5-9,35.9,medium,650,4212,30.72127255460589
Utah,sole-proprietor,50-99,56.1,low,66,4577,55.28359187240551
Utah,sole-proprietor,500-999,38,low,4,3157,64.87583148558758
Utah,sole-proprietor,1-4,36.2,high,4077,5586,40.62047977085571
Utah,nonprofit,1000+,36.2,low,16,75377,53.31006805789564
Utah,nonprofit,10-19,53.2,medium,647,8463,65.68947181850407
Utah,nonprofit,100-249,34.5,low,87,12780,43.64906103286385
Utah,nonprofit,20-49,48.3,medium,363,10802,61.3346602481022
Utah,nonprofit,250-499,43,low,24,8088,59.79463402571711
Utah,nonprofit,5-9,49.7,medium,741,4900,61.30489795918368
Utah,nonprofit,50-99,39.6,medium,151,10341,49.776230538632625
Utah,nonprofit,500-999,41,low,14,8975,58.92490250696379
Utah,nonprofit,1-4,41.6,high,1374,2487,68.11620426216325
Utah,other,10-19,37.9,low,25,362,40.38121546961326
Utah,other,100-249,41,low,9,1416,38.22528248587571
Utah,other,20-49,35.2,low,30,953,30.343126967471143
Utah,other,5-9,32.5,low,28,181,35.77900552486188
Utah,other,50-99,45,low,15,997,41.79338014042126
Utah,other,1-4,39,low,65,71,100.95774647887323
Utah,partnership,1000+,59,low,10,18866,99.67359270645606
Utah,partnership,10-19,38.2,high,2297,32001,38.26967907252898
Utah,partnership,100-249,43.7,medium,222,33020,56.91008479709267
Utah,partnership,20-49,37.8,high,1867,55693,38.22667121541307
Utah,partnership,250-499,47.9,low,54,19243,63.252559372239254
Utah,partnership,5-9,41.6,high,2642,17694,43.08081835650503
Utah,partnership,50-99,44.3,medium,523,35513,47.244051474108076
Utah,partnership,500-999,43.6,low,22,14349,60.601087183775874
Utah,partnership,1-4,34,high,7357,11145,63.79757738896366
Utah,s-corp,1000+,40.8,low,12,52506,51.73614444063536
Utah,s-corp,10-19,37.4,high,5133,68760,42.94092495636998
Utah,s-corp,100-249,50.7,medium,332,48165,55.041980691373404
Utah,s-corp,20-49,37.2,high,3060,90328,43.95510805065982
Utah,s-corp,250-499,51.2,low,59,19883,58.96278227631645
Utah,s-corp,5-9,37.4,high,7490,49669,43.13143006704383
Utah,s-corp,50-99,45.6,medium,871,58681,49.55995978255313
Utah,s-corp,500-999,61.6,low,24,15681,72.52515783432179
Utah,s-corp,1-4,35,high,36543,50318,52.69645057434715
Vermont,c-corp,1000+,36,low,5,7038,73.54560954816709
Vermont,c-corp,10-19,32.5,medium,632,8610,55.522415795586525
Vermont,c-corp,100-249,37.6,medium,114,17266,62.63801691184988
Vermont,c-corp,20-49,31.6,medium,431,13031,56.15010359910981
Vermont,c-corp,250-499,41.3,low,22,7200,71.65527777777778
Vermont,c-corp,5-9,32.3,medium,905,6080,56.15592105263158
Vermont,c-corp,50-99,32.1,medium,173,12277,58.10344546713367
Vermont,c-corp,500-999,33,low,12,8444,50.45665561345334
Vermont,c-corp,1-4,33.2,high,1759,3418,74.07899356348742
Vermont,sole-proprietor,10-19,36,medium,142,1789,33.4035774175517
Vermont,sole-proprietor,100-249,38.9,low,3,437,66.12814645308924
Vermont,sole-proprietor,20-49,38.9,low,37,1033,42.59148112294289
Vermont,sole-proprietor,5-9,35.5,medium,354,2253,32.47714158899245
Vermont,sole-proprietor,50-99,27.2,low,8,486,26.51028806584362
Vermont,sole-proprietor,1-4,33.2,high,2385,3464,38.9445727482679
Vermont,nonprofit,1000+,31.8,low,5,11791,55.14655245526249
Vermont,nonprofit,10-19,33.8,medium,390,5359,43.28568762828886
Vermont,nonprofit,100-249,39.2,low,44,6403,54.79993752928315
Vermont,nonprofit,20-49,38.3,medium,285,8567,48.93241508112525
Vermont,nonprofit,250-499,38.8,low,14,4870,55.473100616016424
Vermont,nonprofit,5-9,31.4,medium,515,3370,38.32611275964392
Vermont,nonprofit,50-99,39,medium,106,7344,51.64964596949891
Vermont,nonprofit,500-999,42,low,14,9181,60.905021239516394
Vermont,nonprofit,1-4,32.7,high,1237,2378,43.96215306980656
Vermont,other,10-19,31.5,low,12,162,38.67901234567901
Vermont,other,100-249,42.5,low,8,1177,52.36448598130841
Vermont,other,20-49,28.7,low,5,177,32.98870056497175
Vermont,other,5-9,36,low,8,55,54.92727272727273
Vermont,other,50-99,43.6,low,6,389,52.159383033419026
Vermont,other,1-4,30.6,low,7,14,50.642857142857146
Vermont,partnership,10-19,26.8,medium,322,4349,37.07817889169924
Vermont,partnership,100-249,34.8,low,21,2895,60.105008635578585
Vermont,partnership,20-49,27.5,medium,205,5919,36.09140057442136
Vermont,partnership,250-499,37.7,low,7,2400,62.60458333333333
Vermont,partnership,5-9,26.5,medium,419,2817,39.67447639332623
Vermont,partnership,50-99,37.3,low,54,3722,51.35814078452445
Vermont,partnership,1-4,24.9,high,1269,1991,60.37820190858865
Vermont,s-corp,10-19,33.4,high,1122,15013,45.70072603743422
Vermont,s-corp,100-249,47.2,low,49,6818,61.262393663831034
Vermont,s-corp,20-49,36.3,medium,605,17487,48.82169611711557
Vermont,s-corp,250-499,47.1,low,10,3443,60.84228870171362
Vermont,s-corp,5-9,36.3,high,1751,11780,48.059592529711374
Vermont,s-corp,50-99,39.1,medium,140,9180,51.062636165577345
Vermont,s-corp,1-4,27.3,high,5250,8965,57.1404350250976
Virginia,c-corp,1000+,58,medium,133,289304,97.74889389707712
Virginia,c-corp,10-19,50.1,high,8613,118025,59.271696674433386
Virginia,c-corp,100-249,56.8,high,1820,275151,74.83832877220145
Virginia,c-corp,20-49,50.2,high,7535,225283,62.257276403456984
Virginia,c-corp,250-499,61,medium,610,206151,81.97295186538022
Virginia,c-corp,5-9,50.6,high,10547,70092,61.529347143753924
Virginia,c-corp,50-99,46.8,high,2835,199926,63.239573642247635
Virginia,c-corp,500-999,61.3,medium,222,153001,94.74056378716479
Virginia,c-corp,1-4,49.7,high,21025,38562,82.70709506768321
Virginia,government,1000+,49.5,low,7,25803,86.74688989652365
Virginia,government,10-19,52.3,medium,186,2578,21.600465477114042
Virginia,government,100-249,39.5,low,3,481,62.20790020790021
Virginia,government,20-49,47,low,9,248,60.44758064516129
Virginia,government,250-499,47.1,low,5,1859,69.42872512103281
Virginia,government,5-9,52.8,medium,195,1614,26.03283767038414
Virginia,government,500-999,41.1,low,4,2852,61.86535764375876
Virginia,government,1-4,46.8,low,10,38,38.578947368421055
Virginia,sole-proprietor,1000+,53,low,7,14610,79.10020533880903
Virginia,sole-proprietor,10-19,47.3,high,1219,16505,33.13541351105726
Virginia,sole-proprietor,100-249,49.2,low,99,14285,61.32726636331817
Virginia,sole-proprietor,20-49,47.5,medium,826,24265,33.930146301256954
Virginia,sole-proprietor,250-499,53.6,low,23,8673,73.0600714862216
Virginia,sole-proprietor,5-9,45.7,high,2399,15462,33.31722933643772
Virginia,sole-proprietor,50-99,57.3,medium,226,15580,54.33626444159179
Virginia,sole-proprietor,500-999,68.6,low,12,9700,114.38886597938145
Virginia,sole-proprietor,1-4,43.3,high,13152,19843,39.63448067328529
Virginia,nonprofit,1000+,50.7,low,38,79380,66.6997480473671
Virginia,nonprofit,10-19,47.6,high,2087,28586,46.02809067375638
Virginia,nonprofit,100-249,52.5,medium,326,48894,60.800098171554794
Virginia,nonprofit,20-49,47.7,high,1605,48211,50.285743917363256
Virginia,nonprofit,250-499,59.9,medium,116,41197,75.29237565842173
Virginia,nonprofit,5-9,46.2,high,3122,20432,42.965054815974945
